PM10,NO2,SO2,AQI_Bucket
154.42,24.13,13.66,Moderate
154.7,24.46,13.88,Moderate
187.85,26.53,14.5,Poor
193,23.24,14.38,Poor
204.6,24.44,16.19,Poor
212.12,28.77,15.81,Very Poor
200.21,25.85,15.05,Poor
182.96,28.05,15.69,Poor
168.12,29.41,16.07,Poor
175.98,28.26,15.34,Poor
170.37,23.73,15.05,Very Poor
162.16,23.55,14.86,Poor
170.41,26.1,14.78,Poor
199.63,26.6,15.67,Poor
224.11,32.79,17.73,Very Poor
225.75,27.88,17.69,Very Poor
230.38,26.74,16.54,Very Poor
164.46,25.7,15.77,Poor
166.85,32,18.08,Poor
216.35,28.35,17.84,Poor
216.29,31.39,16.63,Very Poor
175.79,28.87,16.29,Poor
170.98,25.11,16.09,Poor
185.23,28.07,16.85,Poor
195.88,30.29,17.2,Very Poor
184.91,25.19,17.1,Poor
214.98,26.08,16.68,Poor
131.06,23.19,15.71,Poor
72.18,18.37,14.57,Moderate
96.01,17.68,14.64,Moderate
143.45,15.64,14.62,Moderate
105.7,23.57,14.76,Moderate
169.49,23.45,15.49,Moderate
138.91,25.97,16.66,Poor
181.71,26.9,16.72,Moderate
185.58,28.08,15.83,Poor
180.8,27.22,16.13,Poor
181.73,26.51,16.28,Poor
190.29,28.31,16.15,Poor
221.16,28.41,16.6,Poor
209.55,23.73,16.89,Poor
135.97,22.47,15.69,Poor
93.57,20.24,14.89,Moderate
143.42,22.18,14.66,Moderate
170.2,28.39,17.35,Moderate
181.46,25.67,16.81,Poor
226.56,26.94,17.93,Poor
259,30.09,17.95,Very Poor
151.27,24.95,18.04,Very Poor
73.79,18.43,16.22,Moderate
104.07,20.57,15.88,Moderate
130.16,24.75,16.33,
200.58,23.85,16.92,Moderate
178.39,19.86,16.12,Poor
179.97,24.69,16.07,Moderate
214.29,22.72,16.56,Poor
152.68,19.58,15.47,Poor
161.18,19.72,16.13,Moderate
109.26,21.38,15.42,Moderate
106.57,16.82,15.91,Moderate
109.22,16.87,15.61,Moderate
114.31,18.47,14.34,Moderate
124.51,20.32,10.13,Moderate
173.6,22.36,4.11,Moderate
166.06,21.02,3.45,Poor
175.89,17.57,2.87,Poor
144.52,16.64,2.33,Moderate
125.25,16.64,4.89,Moderate
132.52,19.47,7.03,Moderate
145.91,23.71,7.42,Moderate
173.2,26.05,8.74,Moderate
214.24,25.04,8.33,Poor
182.18,24.62,7.54,Moderate
171.65,21.91,7.98,Poor
187.93,18.74,7.37,Moderate
121.46,16.91,7.23,Moderate
84.35,16.38,7.43,Moderate
151.14,15.82,7.71,Moderate
133.83,17.86,7.56,Poor
71.19,15.87,6.94,Moderate
118.82,16.33,7.7,Moderate
157.52,16.48,7.23,Moderate
79.64,16.79,7.19,Moderate
97.87,15.26,6.91,Moderate
118.77,17.06,6.85,Moderate
197.98,22.36,7.15,Poor
230.52,24.06,7.92,Poor
181.7,24.53,8.41,Poor
155.25,21.75,7.5,Moderate
171.41,20.75,7.07,Poor
219.56,27.08,8.19,Poor
217.75,25.26,9.51,Poor
217.1,19.73,8.91,Poor
138.53,21.07,8.53,Moderate
166.03,23.94,7.73,Moderate
215.27,24.73,9.28,Poor
226.76,23.77,9.57,Very Poor
175.54,18.33,7.51,Moderate
152.94,19.06,7.43,Moderate
175.76,21.66,7.77,Moderate
258.62,25.89,9.85,Poor
116.42,24.28,8.18,Moderate
139.07,21.97,7.85,Moderate
198.92,24.17,7.16,Moderate
216.03,24.32,7.1,Poor
261.52,28.24,9.27,Poor
70.82,16.61,7.97,Moderate
53.69,17.37,6.39,Moderate
42.33,13.59,7.26,Moderate
32.55,9.98,5.78,
84.88,15.39,6.54,Moderate
188.21,27.54,6.61,Moderate
198.78,26.85,6.75,Moderate
120.36,22.14,7.2,Moderate
133.85,20.97,6.7,Moderate
122.49,22.48,6.58,Moderate
79.3,15.39,6.87,Moderate
90.69,21.23,7.85,Moderate
101.91,20.62,7.02,Moderate
146.4,23.41,6.85,Moderate
128.69,19.09,5.74,Moderate
138.62,20.3,7.38,Moderate
109.8,18.44,7.84,Moderate
69.37,3.01,2.41,Satisfactory
96.5,19.74,8.34,Satisfactory
80.06,18.4,7.32,Moderate
46.73,16.28,7.76,Satisfactory
67.57,19.75,6.66,Moderate
13.11,14.14,8.36,Good
74.12,17.04,7.46,Moderate
110.34,23.39,7.39,Moderate
72.44,17.47,7.65,Moderate
77.51,16.16,6.7,Moderate
60.9,16.96,8.06,Moderate
101.94,14.56,6.55,Moderate
112.5,12.95,6.91,Moderate
139.95,18.81,6.98,Moderate
60.92,14.67,7.6,Moderate
63.23,13.6,5.88,Satisfactory
49.38,10.29,5.09,Satisfactory
32.91,10.2,5.01,Satisfactory
51.33,17.14,3.04,Satisfactory
61.09,12.38,3.98,Satisfactory
82.32,15.57,3.87,Satisfactory
53.35,14.19,3.49,Satisfactory
47.39,14.88,2.37,Satisfactory
61.27,12.2,2.3,Moderate
64.73,13.34,1.66,Satisfactory
80.82,13.5,3.01,Moderate
62.15,13.96,3.05,Satisfactory
54.19,15.9,2.57,Satisfactory
82.94,17.82,2.61,Moderate
48.97,12.44,2.09,Satisfactory
46.44,13.23,2.73,Satisfactory
29.91,8.11,2.04,Moderate
59.93,12.97,2.19,Satisfactory
55.17,13.03,2.11,Satisfactory
30.03,11.52,1.9,Satisfactory
31.63,12.26,2.64,Moderate
17.01,11.29,1.96,Satisfactory
23.2,10.83,1.31,Satisfactory
33.36,17.95,1.85,Satisfactory
25.12,13.29,1.87,Satisfactory
55.16,12.06,2.16,Satisfactory
61.14,12.62,2.71,Moderate
81.2,12.05,3.13,Moderate
54.23,11.22,2.3,Satisfactory
69.94,11.43,2.88,Satisfactory
87.74,9.48,4.2,Moderate
72.59,11.45,2.57,Satisfactory
64.37,11.95,2.58,Satisfactory
60.58,11.38,3.14,Satisfactory
51.68,12.17,5.67,Satisfactory
56.46,8.74,3.16,Satisfactory
53.62,10.32,3.9,Satisfactory
50.9,11.74,2.28,Satisfactory
35.71,11.57,1.26,Satisfactory
31.73,7.52,1.41,Satisfactory
33.38,12.58,1.96,Satisfactory
25.47,11.4,1.41,Satisfactory
17.06,8.03,1.2,Satisfactory
16.88,8.65,1.29,Satisfactory
18.72,8.23,1.07,Satisfactory
22.93,8.21,1.46,Moderate
21.22,6.32,1.95,Satisfactory
21.99,6.54,1.47,Satisfactory
18.82,10.73,1.08,Satisfactory
23.73,7.87,1.26,Moderate
68.24,9,3.63,Moderate
65.76,7.5,5.26,Moderate
108.51,8.02,6.15,Moderate
53.79,9.02,6.14,Moderate
63.23,11.04,8.44,Satisfactory
68.75,9.97,9.04,Moderate
52.24,7.26,6.42,Moderate
56.15,9.04,7.06,Moderate
42.74,11,7.06,Moderate
60.67,10.09,7.69,Moderate
68.46,12.19,7.15,Moderate
76.5,10.28,6.91,Moderate
65.62,10.32,5.64,Satisfactory
79.79,11.29,8.32,Satisfactory
49.02,10.64,6.38,Moderate
64.37,8.07,11.05,Satisfactory
28.45,6.65,10.54,Moderate
30.46,6.16,9.56,Moderate
24.82,8.23,9.58,Moderate
28.07,14.09,9.23,Satisfactory
35.1,10.22,24.97,Satisfactory
36.49,11.43,11.01,Moderate
40.09,14.16,9.07,Moderate
39.6,10.69,15.72,Satisfactory
33.04,11.98,9.14,Satisfactory
56.59,11.07,8.95,Moderate
79.84,4.44,8.64,Moderate
77.66,11.01,8.46,Moderate
78.65,8.67,8.09,Moderate
60.92,7.12,9.08,Moderate
40.1,5.24,9.55,Moderate
68.21,10.74,9.46,Moderate
78.19,11.38,10.41,Moderate
83.06,8.73,8.76,Moderate
52.79,9.36,8.21,Moderate
38.72,4.85,8.77,Satisfactory
33.48,6.28,8.67,Moderate
30.81,5.87,9.07,Moderate
32.14,8.3,9.04,Moderate
27.1,13.28,9.56,Moderate
39.9,8.81,9.2,Moderate
96.99,8.45,9.12,Moderate
66.56,15.17,9.24,Moderate
74.47,10.3,9.1,Moderate
120.96,7.69,9.67,Satisfactory
90.57,8.36,8.54,Moderate
61.86,7.86,8.36,Moderate
46.13,9.91,8.5,Moderate
45.92,8.59,8.64,Moderate
76.23,11.6,8.69,Moderate
72.72,11.04,9.77,Satisfactory
57.42,10.42,9.01,Moderate
71.59,6.99,8.85,Moderate
86.42,6.33,8.96,Moderate
127.82,14.13,9.14,Moderate
115.38,6.34,9.07,Moderate
122.37,8.46,9.24,Moderate
65.15,9.1,8.39,Moderate
73.18,12.77,8.87,Moderate
79.3,6.08,8.76,Moderate
37.45,9.73,8.88,Moderate
74.28,8.53,8.76,Moderate
60.91,11.54,8.79,Moderate
38.28,8.4,7.41,Moderate
30.81,7.08,7.02,Moderate
89.89,11.56,7.22,Moderate
60.55,5.35,8.68,Moderate
175.43,10.87,9.14,Moderate
166.58,13.3,9.44,Moderate
175.1,6.59,9.85,Moderate
231.42,11.95,9.84,Poor
189.29,8.22,10.75,Poor
181.43,8.78,10.37,Moderate
177.97,14.19,10.27,Moderate
141.47,12.46,12.66,Moderate
109.84,11.79,13.9,Moderate
95.82,3.84,14.83,Satisfactory
109.49,18.7,16.54,Moderate
144.97,11.75,16.66,Moderate
133.85,13.4,16.25,Moderate
135.99,16.54,16.39,Moderate
130.12,20.33,16.09,Moderate
115.04,15.26,14.74,Moderate
162.45,13.89,14.44,Moderate
171.91,18.41,13.49,Moderate
132.67,13.95,13.49,Moderate
136.14,11.63,13.21,Moderate
148.15,10.03,12.73,Moderate
182.05,12.97,12.72,Moderate
175.56,9.92,12.71,Poor
118.67,6.85,11.92,Moderate
193.69,9.81,11.97,Moderate
158.7,11.19,11.32,Moderate
194.1,12.24,12.3,Poor
159.2,12.2,12.3,Poor
136.96,14.98,9.9,Moderate
136.41,14.98,9.94,Moderate
166.11,13.2,11.07,Moderate
129.06,14.92,11.69,Moderate
120.83,15.09,12.63,Moderate
137.13,22.34,12.14,Moderate
137.89,19.15,12.04,Moderate
138.53,9.13,10.7,Moderate
156.39,25.04,11.26,Moderate
173.7,21.61,11.96,Moderate
233.8,17.7,12.33,Poor
176.71,13.86,12.61,Poor
137.46,15.87,12.09,Moderate
126.98,15.01,11.53,Moderate
96.88,15.01,11.51,Moderate
73.79,15.01,11.5,Satisfactory
121.66,16.74,12.05,Satisfactory
88.08,22.37,11.58,Moderate
87.3,17.32,12.21,Satisfactory
130.65,23.22,8.27,Satisfactory
140.68,17.85,5.98,Moderate
118.5,23.61,5.22,Moderate
104.52,20.22,5.58,Moderate
184.5,20.31,7.26,Moderate
194.3,14.67,7.56,Poor
162.31,13.52,6.31,Poor
105.72,11.35,4.65,Moderate
83.28,23.88,3.94,Satisfactory
157.49,26.01,3.73,Moderate
133.61,21.09,4.36,Moderate
129.29,24.51,3.13,Moderate
81.36,18.45,2.86,Moderate
48.32,13.58,3.09,Satisfactory
51.35,15.66,3.35,Satisfactory
97.03,12.74,3.84,Satisfactory
129.98,9.65,3.08,Moderate
108.41,15.99,3.32,Moderate
140.98,21.59,4.94,Moderate
116.9,16.87,4.34,Moderate
108.79,10.8,4.14,Moderate
91.1,15.1,4.19,Moderate
209.26,26.74,8.53,Poor
195.21,20.64,6.95,Poor
189.61,25.34,6.45,Poor
184.33,15.4,6.23,Moderate
154.57,17,5.37,Poor
125.86,22.11,4.62,Moderate
158.93,31.01,5.69,Moderate
184.67,19.5,6.26,Poor
160.68,14.01,5.11,Poor
133.71,17.51,4.56,Moderate
134.25,17.52,4.55,Moderate
126.56,17.56,4.75,Moderate
145.59,22.61,4.98,Moderate
153.51,21.22,5.54,Moderate
143.98,13.72,4.77,Moderate
127.63,12.47,5.34,Moderate
114.45,21.69,4.05,Moderate
127.55,16.45,4.43,Moderate
99.77,20.67,3.77,Moderate
242.49,27.47,6.09,Moderate
139.05,24.04,8.79,Moderate
117.63,17.13,8.81,Moderate
144.14,12.53,6.7,Moderate
106.4,15.17,4.45,Moderate
96.57,17.31,4.78,Satisfactory
126.56,16.09,4.67,Satisfactory
148.99,19.61,5.27,Moderate
187.19,19.31,5.21,Moderate
173.45,28.99,6.12,Moderate
184.84,27.35,6.66,Moderate
194.14,19.21,5.62,Moderate
153.82,26.35,4.27,Moderate
117.98,22.37,3.73,Moderate
144.59,23.73,4.49,Moderate
156.78,22.93,5.32,Moderate
184.8,28.87,11.05,Moderate
185.18,23.77,9.58,Moderate
152.08,20.87,5.77,Moderate
180.05,23.05,7.63,Moderate
163.07,21.41,6.54,Poor
45.85,14.46,4.48,Satisfactory
70.42,15.66,3.39,Satisfactory
91.46,19.35,2.69,Moderate
113.28,18.13,3.47,Satisfactory
144.52,20.81,3.44,Moderate
128.97,21.4,5.7,Poor
143.48,31.65,10.11,Poor
100.99,20.74,8.69,Moderate
53.24,18,5.82,Satisfactory
32.15,17.88,4.57,Satisfactory
35.92,17.94,3.6,Good
32.85,12.39,3.1,Satisfactory
40.63,8.87,2.56,Good
39.13,14.48,5.07,Satisfactory
25.78,18.54,3.82,Satisfactory
178.22,3.13,3.84,Moderate
132.86,4.77,4.08,Moderate
192.52,4.66,4.25,Moderate
149.11,2.92,3.99,Moderate
202.56,3.5,5.02,Moderate
123.23,3.1,4.03,Moderate
128.05,3.3,3.65,Moderate
118.62,3.1,4.26,Moderate
164.64,4.1,4.92,Moderate
163.12,4.3,4.65,Moderate
202.5,3.3,4.14,Moderate
187.2,3.12,3.8,Moderate
74.06,0.49,7.07,Satisfactory
176.81,0.53,6.52,Moderate
95.68,4.71,9.36,Satisfactory
90.68,9.83,4.27,Satisfactory
59.99,4.9,14.1,Satisfactory
91.04,3.73,10.48,Satisfactory
64.62,3.06,8.71,Satisfactory
97.12,2.76,8.71,Satisfactory
122.52,3.08,8.51,Moderate
125.4,3.89,6.02,Moderate
62.29,5.34,7.76,Satisfactory
65.68,4.62,7.55,Satisfactory
72.54,2.62,10.1,Satisfactory
106.87,2.47,9.84,Satisfactory
119.42,2.77,10.68,Moderate
118.59,4.62,11.07,Moderate
61.67,3.3,14.74,Satisfactory
67.91,3.96,9.97,Satisfactory
62.04,7.2,9.63,Satisfactory
64.56,5.64,8.67,Satisfactory
49.86,4.55,8.83,Satisfactory
89.26,4.23,8.71,Satisfactory
105.3,6.56,8.19,Moderate
73.73,6.05,12.05,Satisfactory
57.51,5.25,12.05,Satisfactory
59.18,5.06,13.4,Satisfactory
49.87,3.31,14.95,Good
49.4,5.3,16.05,Satisfactory
44.47,5.38,15.9,Satisfactory
71,7.86,16.42,Satisfactory
73.77,8.1,18.14,Satisfactory
77.68,4.75,15.09,Satisfactory
82.66,4.05,14.44,Satisfactory
112.6,5,11.35,Satisfactory
104.59,4.64,12.42,Moderate
120.09,5.73,13.54,Moderate
121.89,6.53,12.52,Moderate
106.22,6.51,10.38,Moderate
106.62,5.64,12.45,Moderate
112.63,4.3,11.66,Satisfactory
128.72,6.28,13.5,Moderate
135.12,6.34,12.4,Moderate
151.62,6.6,10.71,Moderate
133.85,7.57,10.2,Moderate
108.33,5.93,10.23,Moderate
109.52,5.48,11.54,Moderate
111.12,5.4,11.04,Moderate
117.94,5.22,10.41,Moderate
106.01,4.3,9.55,Moderate
108.1,5.96,10.67,Moderate
130.66,7.38,9.69,Moderate
159.18,7.59,10.21,Moderate
150.29,6.84,10.29,Poor
180.25,16.3,9.92,Poor
224.22,13.6,9.24,Very Poor
184.04,19.43,9.28,Poor
181.54,11.43,8.21,Poor
169.19,10.06,8.87,Poor
190.12,13.46,8.29,Poor
190.28,11.76,9.04,Poor
215.41,8.11,11.2,Poor
166.58,6.33,9.56,Very Poor
115.54,6.08,9.81,Moderate
125.5,7.78,11.69,Moderate
84.99,9.68,8.19,Satisfactory
72.48,8.67,9.2,Satisfactory
80.15,7.59,10.8,Satisfactory
131.65,7.08,12.45,Moderate
157.59,10.07,9.4,Moderate
157.15,13.33,10.7,Poor
165.89,21.83,10.81,Poor
173.66,20.56,12.37,Poor
162.86,17.22,10.64,Poor
122.19,10.68,8.08,Moderate
70.69,9.85,9.32,Satisfactory
100.77,25.44,9.22,Satisfactory
154.54,10.68,10.57,Moderate
157.63,17.21,11.86,Poor
144.04,10.61,12.07,Moderate
199.37,10.61,10.74,Poor
125.61,17.06,9.45,Poor
76.48,18.03,10.79,Moderate
93.05,51.27,11.2,Satisfactory
138.26,48.98,9.71,Moderate
64.7,52.22,10.94,Satisfactory
74.34,29.43,10.01,Satisfactory
91.07,8.06,10.77,Satisfactory
105.75,10.22,10.78,Satisfactory
98.34,12.28,10.18,Moderate
120.04,11.11,8.67,Moderate
140.46,15.46,6.36,Moderate
171.84,13.5,9.59,Moderate
167.97,5.08,9.06,Poor
135.81,10.6,10.33,Moderate
133.11,12.89,10.46,Moderate
111.77,14.4,10.54,Moderate
196.46,21.94,11.4,Moderate
153.17,20.88,11.91,Poor
175.51,21.97,10.15,Poor
141,23.28,8.2,Very Poor
53.35,14.69,7.97,Moderate
70.49,14.96,10.16,Good
63.12,11.3,9.65,Satisfactory
77.26,10.15,6.58,Satisfactory
101.09,12.21,6.01,Satisfactory
82.55,11.18,5.7,Satisfactory
119.91,14.2,7.77,Moderate
132.54,14.95,8.64,Poor
119.96,11.44,5.95,Moderate
87.11,11.25,6.88,Moderate
83.61,12.09,6.83,Satisfactory
132.94,13.21,6.88,Moderate
65.55,9.79,5.65,Satisfactory
79.99,10.41,6.14,Satisfactory
131.32,14.23,4.76,Satisfactory
156.58,11.78,6.58,Moderate
99.91,12.41,5.62,Moderate
140.37,16.28,6.59,Moderate
145.42,14.74,7.27,Poor
135.76,15.96,7.79,Moderate
102.2,13.18,8.9,Moderate
94.86,11.14,11.32,Moderate
108.55,13.16,9.13,Satisfactory
106.42,13.63,8.39,Moderate
65.35,12.04,9.79,Satisfactory
48.29,11.69,8.73,Satisfactory
43.82,9.94,7.9,Good
47.36,11.19,5.58,Good
63.04,11.61,6,Satisfactory
108.09,15.57,6.55,Satisfactory
165.63,17.6,9.83,Moderate
120.83,15.63,7.38,Moderate
73.4,9.24,6.7,Satisfactory
85.04,12.03,7.03,Satisfactory
79.2,11.91,6.47,Satisfactory
90.27,10.91,7.18,Satisfactory
134,11.8,8.39,Moderate
96.89,11.33,7.99,Moderate
127.45,13.64,6.46,Satisfactory
140.69,16.84,9.06,Moderate
93.67,12.43,7.32,Moderate
72.37,10.72,5.37,Satisfactory
82.96,13.16,5.84,Satisfactory
107.88,13.38,7.56,Satisfactory
108.46,14.09,8.11,Moderate
123.37,18.67,8.26,Satisfactory
89.37,17.71,7.53,Moderate
68.76,16.39,7.44,Satisfactory
65.41,11.56,5.88,Satisfactory
66.36,12.56,6.3,Satisfactory
85.01,15.01,7.97,Satisfactory
82.32,12.5,6.96,Satisfactory
115.3,14.34,7.01,Satisfactory
112.21,16.22,8.97,Moderate
85.81,11.9,7.05,Satisfactory
93.7,13.75,7.71,Satisfactory
95.92,17.65,9.1,Moderate
94.22,15.27,7.94,Satisfactory
103.76,19.65,10.03,Moderate
109.57,18.27,8.69,Moderate
118.21,17.75,8.71,Moderate
114.12,15.96,8.35,Moderate
94.73,14.52,9.29,Moderate
96.46,13.63,8.37,Satisfactory
92.66,14.94,9.09,Satisfactory
97.01,18.43,9.39,Satisfactory
84.86,17.18,8.07,Satisfactory
114.47,17.63,9.85,Satisfactory
140.48,23.78,8.79,Moderate
105.55,22.32,10.52,Moderate
36.33,19.61,11.11,Satisfactory
59.53,16.27,9.63,Good
65.46,16.68,10,Satisfactory
68.15,14.65,10.26,Satisfactory
78.66,17.82,11.05,Satisfactory
96.77,21.72,11.17,Satisfactory
122.12,22.96,11.55,Moderate
112.13,19.63,9.13,Moderate
56.88,19.64,8.1,Satisfactory
53.56,19.34,9.37,Satisfactory
75.25,19.91,11.08,Satisfactory
90.3,16.91,9.75,Satisfactory
101.85,21.84,10.94,Satisfactory
64.03,21.44,8.94,Satisfactory
38.03,17.43,7.91,Good
26.33,12.2,6.45,Good
46.29,14.69,8.51,Satisfactory
53.89,13.26,7.63,Good
76.2,18.13,9.69,Satisfactory
69.71,20.98,8.38,Satisfactory
38.09,19.73,8.23,Good
40.9,18.04,8.05,Good
23.2,12.29,10.93,Good
36.5,9.66,9.47,Good
70.76,9.14,10.27,Satisfactory
76.08,8.04,9.45,Satisfactory
82.33,8.72,9.75,Satisfactory
83.69,11.22,10.23,Satisfactory
78.67,12.79,14.03,Satisfactory
74.23,12.43,13.58,Satisfactory
42.79,9.7,11.7,Satisfactory
38.24,10.02,11.08,Good
34.29,9.91,11.95,Good
37.65,8.88,11.13,Good
40.33,8.79,10.54,Good
34.12,9.17,9.61,Good
15.78,9.4,9.64,Good
41.48,9.31,10.6,Good
29.51,10.05,9.61,Good
39.66,10.85,9.39,Good
26.47,10.86,10.8,Good
31.54,9.8,8.68,Good
22.03,11.26,7.84,Good
29.32,11.97,10.1,Good
34.61,13.07,10.4,Good
47.96,10.91,12.81,Good
40.6,9.63,7.77,Good
33.44,11.89,9.68,Good
24.49,12.34,9.6,Good
35.91,11.89,9.6,Good
42.72,11.66,10.29,Good
44.12,10.16,12.02,Good
44.85,10.72,9.92,Good
56.62,11.69,10.29,Satisfactory
82.04,11.23,10.92,Satisfactory
61.39,11.04,13.23,Satisfactory
55.98,11.17,11.25,Satisfactory
41.58,10.35,8.81,Satisfactory
22.51,10.47,8.56,Good
20.39,11.89,9.65,Good
32.33,13.35,13.26,Good
24.44,12.47,9.62,Good
35.61,12.3,10.74,Good
43.08,13.2,11.72,Satisfactory
60.12,11.93,13.36,Satisfactory
25.87,12.06,11.13,Satisfactory
21.14,12.76,11.83,Good
34.79,13.24,10.82,Good
40.93,12.76,13.77,Good
59.34,10.33,13.18,Satisfactory
62.94,11.59,14.28,Satisfactory
64.91,9.84,12.38,Satisfactory
46.16,8.65,8.91,Satisfactory
27.26,11.69,8.62,Good
49.93,13.03,12.12,Satisfactory
51.32,12.43,12.46,Satisfactory
50.6,12.5,12.11,Satisfactory
58.59,13.77,13.67,Satisfactory
68.68,13.92,13.91,Satisfactory
70.6,12.1,10.23,Satisfactory
32.19,13.19,10.11,Satisfactory
51.9,13.43,10.11,Satisfactory
80.7,16.16,13.26,Satisfactory
76.43,11.53,11.32,Satisfactory
44.33,11.65,9.11,Satisfactory
58.34,12.38,12.49,Satisfactory
55.25,14.01,14.73,Satisfactory
64.99,13.04,11.78,Satisfactory
46.79,15.7,10.49,Satisfactory
62.46,4.12,11.89,Satisfactory
114.38,3.97,14.87,Satisfactory
148.36,4.31,13.91,Moderate
115.35,4.15,12.99,Moderate
88.82,4.5,10.63,Moderate
79.69,4.43,14.61,Satisfactory
89.31,4.14,17.55,Satisfactory
94.4,5.67,16.16,Moderate
94.14,7.07,12.95,Satisfactory
44.34,6.59,11.69,Satisfactory
43.99,5.34,9.53,Good
31.15,5.43,9.95,Good
39.63,5.11,13.92,Satisfactory
49,5.02,11.65,Satisfactory
55.63,9.17,12.02,Satisfactory
42.99,10.16,11.58,Satisfactory
41.22,9.52,10.36,Satisfactory
34.31,8.37,13.94,Good
27.91,14.64,11.11,Satisfactory
44.53,14.96,12.61,Satisfactory
60.45,11.05,16.51,Satisfactory
69.69,12.04,10.59,Satisfactory
71.11,10.68,11.46,Satisfactory
84.64,8.16,14.37,Satisfactory
74.5,11.6,8.41,Satisfactory
54.51,8.43,12.65,Satisfactory
69.81,6.21,12.87,Satisfactory
55.75,11.63,13.31,Satisfactory
59.04,7.87,11.98,Satisfactory
72.21,8.61,8.31,Satisfactory
50.9,8.53,7.94,Satisfactory
69.58,9.83,7.64,Satisfactory
57.26,9.1,9.62,Satisfactory
44.88,9.25,14.34,Satisfactory
44.48,7.69,8.71,Satisfactory
29.54,8.58,8.3,Good
33.6,6.87,13.13,Good
64.54,7.4,10.19,Satisfactory
68.82,6.79,7.42,Satisfactory
82.24,7.21,13.08,Satisfactory
88.27,8.57,15.06,Satisfactory
45.56,7.36,12.3,Satisfactory
72.38,9.87,14.91,Satisfactory
48.55,19.57,10.2,Satisfactory
55.76,21.33,10.03,Satisfactory
52.11,22.3,6.91,Satisfactory
38.33,17.93,5.9,Satisfactory
44.81,18.25,3.82,Moderate
24.1,19.87,4.42,Moderate
29.59,25.81,4.58,Moderate
33.87,18.13,6.77,Satisfactory
26.86,18.26,6.38,Satisfactory
31.54,16.17,4.55,Satisfactory
25.38,19.09,7.59,Satisfactory
29.47,18.11,9.25,Satisfactory
23.36,18.57,10.6,Satisfactory
40.85,17.75,8.65,Satisfactory
26.66,18.94,6.76,Satisfactory
36.78,20.83,6.32,Satisfactory
48.3,16.86,5.85,Satisfactory
28.12,15.56,6.45,Satisfactory
53.67,23.47,5.63,Satisfactory
33.25,20.61,5.57,Moderate
39.61,16.49,5.89,Moderate
32.87,22.26,5.95,Moderate
27.2,30.79,6.2,Moderate
33.32,33.02,6.2,Moderate
14.82,25.52,5.45,Moderate
24.39,23.39,6.21,Moderate
32.96,16.89,8.41,Satisfactory
25.65,17.69,6.47,Satisfactory
29.99,17.47,5.14,Satisfactory
42.4,16.78,8.7,Satisfactory
30.27,13.39,5.95,Satisfactory
42.25,13.7,6.14,Moderate
67.63,14.07,7.6,Satisfactory
47.55,14.06,8.55,Moderate
33.79,16.94,11.34,Moderate
49.99,17.24,10.24,Moderate
27.27,15.33,8.6,Satisfactory
25.96,12.65,5.96,Satisfactory
39.46,18.01,7.14,Satisfactory
39.42,19.07,9.73,Satisfactory
38.5,18.82,14.46,Satisfactory
25.58,16.93,7.08,Satisfactory
80.57,14.8,4.37,Satisfactory
23.46,13.98,6.04,Good
39.35,13.79,5.02,Good
33.33,17.31,6.22,Satisfactory
25.63,19.81,5.48,Good
37.57,15.76,5.43,Moderate
29.91,15.8,5.5,Satisfactory
39.16,14.85,6.61,Moderate
55.11,14.73,6.39,Moderate
45.12,14.12,5.87,Moderate
46.36,15.41,5.99,Moderate
26.98,17.05,6.07,Satisfactory
35.58,18.79,6.84,Moderate
22.95,18.59,7.16,Satisfactory
39.75,22.76,6.69,Satisfactory
61.74,13.94,6.17,Moderate
61.42,11.39,4.73,Satisfactory
72.52,13.31,6.02,Satisfactory
55.29,12.45,6.38,Moderate
51.62,12.23,6.34,Moderate
73.02,11.72,6.39,Moderate
46.3,11.32,6.64,Satisfactory
43.81,11.69,6.07,Satisfactory
38.66,10.29,6.12,Satisfactory
40.41,10.53,6.69,Satisfactory
32.44,11.14,6.3,Satisfactory
45.52,12,6.94,Moderate
26.53,12.44,7.09,Satisfactory
56.21,11.43,6.7,Moderate
71.07,13.74,5.97,Moderate
101.54,16.38,6.58,Moderate
86.53,12.87,6.28,Moderate
61.6,11.77,6.61,Moderate
37.12,10.73,6.19,Satisfactory
30.32,10.79,6.36,Satisfactory
45.69,10.05,7.13,Moderate
53.49,10.69,6.76,Moderate
39.41,9.1,6.47,Moderate
39.11,11.32,6.03,Moderate
87.5,13.2,5.99,Moderate
46.68,14.87,6.54,Moderate
25.97,13.87,6.78,Moderate
52,12.89,5.46,Satisfactory
40.58,15.4,5.71,Satisfactory
91.05,13.42,5.38,Moderate
66.67,24.13,5.58,Moderate
94.02,19.29,6.55,Moderate
79.42,21.5,5.6,Moderate
67.66,20.03,5.86,Satisfactory
55.08,12.98,5.86,Satisfactory
72.77,13.05,6.25,Satisfactory
34.46,12.82,6.08,Satisfactory
60.99,10.65,5.94,Satisfactory
42.85,14.28,5.98,Satisfactory
27.06,13.95,6.39,Satisfactory
31.76,14.72,6.92,Satisfactory
36.8,13.39,5.46,Satisfactory
36.51,16.52,5.72,Satisfactory
50.72,15.91,5.7,Satisfactory
26.19,14.07,6.7,Satisfactory
28.65,15.97,5.56,Satisfactory
47.83,13.91,5.86,Satisfactory
61.61,22.06,8.83,Satisfactory
75.12,29.32,8.14,Satisfactory
111.38,17.79,9.38,Moderate
196.29,18.36,13.94,Very Poor
