PM10,NO2,SO2,AQI_Bucket
30.69,3.15,3.37,Satisfactory
29.7,3.19,3.11,Satisfactory
33.38,3.66,3.1,Satisfactory
29.75,3.55,3.64,Satisfactory
36.86,3.16,3.63,Satisfactory
26,2.73,3.41,Satisfactory
21.54,0.19,3.35,Satisfactory
28.53,1.53,2.65,Moderate
45.62,1.55,2.68,Moderate
37.9,1.54,2.7,Moderate
17.13,1.55,2.61,Satisfactory
40.32,2.14,2.76,Moderate
14.24,2.4,2.75,Moderate
28.66,2.2,2.64,Moderate
38.28,2.19,2.62,Moderate
51.36,2.34,2.7,Moderate
26.08,2.29,2.65,Moderate
17.83,2.38,2.67,Moderate
27.94,2.16,2.69,Moderate
21.47,2,2.66,Moderate
24.97,2.17,2.74,Moderate
30.24,2.35,2.65,Moderate
13.91,2.4,2.72,Moderate
395.4,23.48,7.07,Very Poor
17.16,24.02,8.7,Severe
444.17,19.46,8.35,Severe
339.33,21.19,8.56,Very Poor
380.12,19.77,8.1,Very Poor
434.45,22.95,8.73,Severe
408.64,20.24,7.24,Severe
342.33,19.77,7.53,Very Poor
436.51,19.26,7.97,Very Poor
254.48,25.92,6.53,Very Poor
226.75,20.41,7.02,Very Poor
297.21,17.25,8.32,Very Poor
356.04,18.55,9.71,Very Poor
315.22,20.07,8.37,Very Poor
291.64,20.9,6.76,Very Poor
200.5,23.32,8.21,Poor
342.67,24.21,7.14,Poor
312.18,21.92,8.63,Very Poor
666.72,25.37,7.04,Very Poor
253.13,19.5,11.87,Very Poor
257.28,25.17,5.29,Very Poor
286.09,24.49,7.26,Poor
253.95,21.94,8.99,Very Poor
351.43,20.99,6.69,Very Poor
247.25,22.73,7.93,Poor
276.56,22.13,8.47,Poor
287.61,14.39,9.21,Poor
289.85,14.59,12.27,Very Poor
245.86,13.9,10.53,Poor
298.95,14.57,12.6,Very Poor
401.91,14.73,11.09,Very Poor
273.52,15.16,12.14,Very Poor
247.37,13.5,10.05,Very Poor
157.27,18.77,9.75,Poor
151.24,19.12,7.11,Moderate
123.5,40.25,1.71,Poor
181.9,27.39,1.89,Very Poor
180.86,28.58,1.71,Very Poor
183.75,37.96,2.62,Poor
175.09,38.3,2.37,Poor
224.05,30.64,1.67,Poor
248.04,33.08,1.93,Very Poor
210.3,28.38,1.14,Poor
169.52,31.75,1.47,Poor
228.87,27.94,1.19,Poor
145.61,27.59,0.87,Poor
130.7,27.61,1.14,Moderate
159.65,26.74,0.98,Moderate
134.44,24.67,1.05,Moderate
148.17,26.52,1.11,Moderate
139.54,28.71,0.99,Moderate
210.02,22.71,3.57,Poor
217.73,27.4,4.36,Moderate
213.48,27.21,4.22,Moderate
183.93,17.98,6.03,Moderate
196.31,17.15,6.63,Poor
261.61,16.88,10.76,Poor
236.07,16.42,8.04,Very Poor
258.34,16.92,14.16,Poor
309.92,34.39,7.41,Poor
237.1,55.75,8.6,Very Poor
186.32,57.05,7.52,Poor
196.54,55.87,5.18,Poor
164.1,52.45,6.96,Poor
242.65,44.26,8.38,Poor
224.57,47,6.27,Poor
278.45,56.2,8.42,Poor
265.07,54.17,8.41,Poor
279.22,57.27,9.88,Very Poor
271.89,59.73,9.53,Very Poor
292.22,32.5,7.43,Very Poor
338.49,39.28,10.96,Very Poor
288.47,28.98,8.66,Very Poor
251.38,30.62,8.25,Very Poor
262.3,42.88,15.08,Very Poor
320.25,43.77,9.78,Very Poor
305.58,63.88,12.77,Very Poor
,104.13,14.27,Very Poor
264.11,68.92,12.69,Very Poor
342.22,40.73,12.22,Very Poor
333.34,41.14,12.27,Very Poor
354.56,57.25,16.35,Severe
306.31,54.83,11.77,Very Poor
280.89,49.81,13.67,Severe
317.43,40.28,10.39,Very Poor
295.81,18.37,7.5,Very Poor
177.09,14.74,9.21,Poor
494.66,27.22,12.66,Very Poor
286.56,24.28,10,Very Poor
229.87,29.92,9.13,Poor
323.94,52.77,19.95,Very Poor
341.94,47.71,12.53,Severe
378.33,56.69,10.78,Very Poor
317.01,55.8,12.31,Very Poor
343.01,70.85,14.47,Very Poor
356.89,63.71,10.42,Very Poor
195.14,39.46,8.28,Very Poor
155.21,29.47,7.72,Poor
227.26,20.84,7.99,Poor
218.88,30.37,10.88,Poor
200.83,37.57,11.68,Poor
261.71,22.95,12.94,Poor
327.57,28.02,10.36,Very Poor
355.08,31.2,11.32,Very Poor
196.83,41.9,12.98,Very Poor
262.39,30.75,10.09,Very Poor
192.94,18.94,9.07,Poor
239.99,32.79,12.57,Poor
292.38,41.26,14.28,Very Poor
229.99,39.19,13.85,Very Poor
235.22,30.8,11.85,Poor
303.5,26.66,11.76,Poor
318.04,26.11,9.9,Poor
255.28,26.8,12.73,Poor
107.25,24.59,11.86,Moderate
212.23,26.46,13.5,Poor
247.54,26.8,20.13,Poor
276.72,21.89,11.2,Very Poor
263.58,22.51,21.96,Very Poor
354.49,22.54,12.94,Very Poor
295.23,24.64,21.53,Very Poor
345.6,25.46,13.18,Poor
348.94,35.31,9.3,Poor
345.64,51.35,12,Very Poor
284.33,51.14,9.08,Very Poor
166.85,32.39,9.14,Poor
146.35,44.44,5.51,Moderate
198.33,59.84,0.73,Moderate
205.79,59.54,5.5,Moderate
281.59,61.41,7.93,Moderate
271.67,34.88,8.79,Poor
256.6,47.71,14.62,Poor
265,80.65,11.98,Poor
430.89,79.05,11.16,Poor
324.22,104.4,14,Very Poor
422.25,40.53,8,Very Poor
277.78,49.95,9.28,Very Poor
249.36,46.58,16.54,Very Poor
347.86,23.88,4.91,Very Poor
339.25,48.11,9.71,Very Poor
303.52,80.68,35.77,Severe
401.63,68.8,43.29,Severe
359.69,58.38,31.63,Severe
374.92,40.14,25.86,Severe
447.79,39.5,27.05,Severe
381.14,29.14,13.58,Very Poor
408.1,31.7,22.35,Very Poor
244.67,26.48,28.49,Very Poor
242.82,20.86,17.6,Poor
236.75,19.67,22.02,Very Poor
204.36,19.23,18.62,Poor
193.45,30.28,15.92,Poor
321.81,69.1,18.72,Very Poor
273.91,57.5,20.71,Very Poor
392.23,33.49,21.44,Very Poor
131.77,18.2,15.57,Poor
302.49,63.23,10.28,Poor
498.8,45.69,5.18,Very Poor
370.39,29.56,9.18,Severe
444.6,55.67,12.61,Very Poor
138.97,27.17,5.22,Poor
70.62,24.07,5.35,Moderate
212.62,21.02,6.7,Moderate
194.17,23.48,6.31,Poor
115.89,18.38,4.68,Moderate
167.36,17.67,4.97,Moderate
181.3,17.93,4.63,Poor
151.06,34.71,5.6,Poor
161.45,32.89,5.52,Moderate
249.16,54.93,4.37,Poor
171.03,56.86,6.28,Very Poor
223.06,31.17,2.64,Poor
241,21.52,4,Very Poor
176.06,18.6,4,Poor
175.62,29.19,4.27,Poor
158.77,11.78,3.28,Poor
192.74,95.41,3.27,Poor
174.76,40.68,6.66,Moderate
121.29,44.31,3.92,Moderate
221.36,191.83,6.11,Moderate
264.78,114.35,4.96,Very Poor
317.26,132.8,6.33,Very Poor
326.16,130.46,9.94,Very Poor
234.32,125.36,5.89,Very Poor
184.28,70.5,11.57,Moderate
159.91,53.64,5.95,Moderate
120.51,113.18,5.5,Moderate
223.97,65.34,15.84,Moderate
165.85,24.17,6.56,Poor
138.82,20.75,9.19,Moderate
115.91,12.79,12.3,Moderate
88.1,13.88,15.09,Satisfactory
129.97,16.17,11.36,Moderate
168.92,24.22,14.82,Moderate
93.91,23.54,26.83,Moderate
77.26,21.61,27.58,Satisfactory
123.54,22.95,35.53,Moderate
168.92,23.22,37.24,Moderate
163.48,30.6,38.39,Moderate
54.32,21.15,17.31,Moderate
133.36,16.76,21.72,Satisfactory
103.11,13.99,14.56,Satisfactory
130.58,12.69,12.14,Satisfactory
180.75,15.05,11.51,Moderate
174.95,18.99,8.07,Moderate
155.62,8.74,5.67,Moderate
132.72,10.67,2.97,Moderate
176.12,11.68,3.85,Moderate
116.73,8.37,5.02,Moderate
233.06,11.13,2.15,Moderate
217.93,8.36,0.83,Poor
139.65,5.98,1.31,Moderate
129.58,5.81,1.55,Moderate
149.64,5.65,1.51,Moderate
172.96,4.63,11.33,Moderate
237.1,6.08,29.28,Moderate
214.76,7.13,25.49,Moderate
257.72,12.36,28.72,Poor
124.72,7.56,14.21,Moderate
86.44,8.98,21.99,Satisfactory
151.22,8.65,15.36,Moderate
143.81,8.46,16.21,Moderate
156.68,8.17,13.16,Moderate
168.05,8.58,15.87,Moderate
195.91,8.7,17.8,Moderate
257.46,8.79,18.22,Poor
128.15,9.91,20.08,Poor
148.69,9.79,12.89,Moderate
150.52,7.96,14.3,Moderate
181.59,8.46,13.35,Moderate
150.53,9.11,11.42,Moderate
262.82,8.57,7.39,Moderate
260.63,8.96,4.02,Poor
315.63,7.84,1.99,Poor
392.61,8.83,9.62,Very Poor
315.02,7.68,7.52,Very Poor
212.31,8.57,7.55,Poor
248.24,9.29,7.72,Poor
194.48,8.56,5.1,Moderate
245.17,8.38,2.7,Poor
184.49,9.29,2.82,Moderate
215.35,13.92,2.64,Moderate
200.13,13.85,3.38,Moderate
201.19,28.75,3.39,Poor
16.77,14.87,2.93,Satisfactory
69.43,13.84,2.45,Satisfactory
186.18,16.72,2.13,Moderate
177.73,16.33,2.71,Moderate
201.89,17.96,2.08,Moderate
269.76,26.72,0.61,Poor
308.24,22.09,3.36,Poor
334.26,18.63,2.4,Poor
378.49,17.83,4.65,Very Poor
286.92,17.98,3.35,Poor
392.91,18.44,3.4,Poor
393.12,16.42,4.35,Poor
281.57,16.91,5.08,Poor
293.7,18.57,5.94,Poor
395.05,19.29,4.01,Very Poor
330.49,18.37,3.3,Very Poor
148.15,17.47,3.76,Poor
194.57,30.37,3.9,Moderate
244.22,22.18,14.87,Poor
254.27,20.54,8.12,Poor
334.06,22.13,7.84,Poor
404.82,26.14,1.84,Very Poor
513.33,17.58,55.43,Very Poor
294.82,14.47,15.85,Very Poor
299.61,17.82,27.8,Poor
425.76,18.58,23.35,Very Poor
233.83,21.42,26.7,Very Poor
101.37,15.8,9.93,Moderate
160.23,17.11,15.92,Moderate
220.13,17.73,8.43,Moderate
234.31,21.48,11.12,Poor
87.81,19.77,4.17,Moderate
133.88,18.3,6.44,Moderate
185.48,19.3,6.33,Poor
169.96,18.82,6.77,Moderate
172.15,18.85,6.53,Moderate
172.04,19.79,5.92,Moderate
103.97,19.46,5.47,Moderate
95.77,19.3,3.02,Satisfactory
122.82,18.81,14.94,Satisfactory
140.86,22.86,9.71,Moderate
143.32,31.98,15.42,Moderate
162.23,44.55,15.22,Moderate
238.38,44.09,12.97,Poor
205,41.29,5.74,Moderate
180.99,31.68,4.8,Moderate
265.03,8.52,7.62,Moderate
199.07,9.43,12.93,Poor
107.63,64.06,6.89,Moderate
75.2,80.01,4.67,Satisfactory
109.61,70.85,,Moderate
130.33,50.2,4.33,Moderate
223.52,29.93,5.65,Moderate
230.82,27.17,8.7,Moderate
264.71,27.81,9.47,Moderate
294.66,26.61,8.28,Poor
215.41,26.75,7.76,Moderate
277.55,21.77,10.52,Moderate
111.72,10.34,7.16,Moderate
76.43,13.04,10.17,Satisfactory
60.31,7.74,10.15,Satisfactory
61.39,9.63,7.66,Satisfactory
79.65,13.39,6.84,Satisfactory
126.94,13.41,7.45,Satisfactory
223.74,10.43,6.57,Moderate
277.24,9.62,7.01,Moderate
327.81,9.77,7.17,Poor
196.26,9.28,8.86,Poor
201.93,10.24,10.61,Moderate
268.94,9.71,9.41,Moderate
170.31,14.76,6.47,Moderate
88.05,9.66,7.5,Moderate
67.29,10.37,10.72,Satisfactory
52.47,10.91,12.24,Satisfactory
122.84,15.46,12.69,Satisfactory
71.07,19.17,14.32,Moderate
85.8,17.04,14.79,Satisfactory
71.8,11.46,14.1,Moderate
117.66,8.72,12.6,Moderate
105.22,8.8,9.46,Moderate
36.03,21.33,8.48,Satisfactory
27.88,11.59,6.39,Satisfactory
34.06,8.68,5.29,Satisfactory
37.3,7.95,13.54,Good
50.72,6.82,13.99,Good
68.42,7.25,16.39,Good
65.02,7.51,16.08,Satisfactory
68.35,8.5,14.92,Satisfactory
82.08,7.11,19.18,Satisfactory
69.44,9.7,22.78,Satisfactory
69.56,15.44,21.66,Satisfactory
46.66,9.98,20.21,Satisfactory
49.91,7.81,10.97,Satisfactory
60.25,9.79,10.48,Good
70.47,9.7,13.48,Satisfactory
56.92,16.8,5.93,Satisfactory
51.94,18.23,5.25,Satisfactory
34.19,6.99,10.23,Good
64.5,7.5,7.09,Good
60.09,7.46,7.85,Satisfactory
51.71,7.31,8.4,Satisfactory
56.79,7.53,7.31,Satisfactory
38.87,6.9,7.01,Good
39.61,10.97,72.13,Satisfactory
60.1,4.42,68.08,Good
117.61,6.77,70.4,Satisfactory
100.63,11.76,77.57,Satisfactory
153.43,11.54,89.91,Moderate
117.96,8.98,44.16,Moderate
76.8,6.37,14.22,Satisfactory
83.05,7.67,17.95,Satisfactory
81.47,7.47,18.97,Satisfactory
52.55,7.46,22.58,Satisfactory
91.49,7.85,17.93,Satisfactory
12.48,7.66,14.93,Satisfactory
10,7.8,15.27,Satisfactory
24.94,9.61,15.04,Moderate
142.29,8.51,16.12,Moderate
77.31,7.61,15.59,Moderate
82.21,7.92,16.36,Satisfactory
68.99,7.7,13.01,Satisfactory
71.93,7.54,15.01,Satisfactory
102.22,8.03,13.94,Satisfactory
151.93,8.48,13.93,Moderate
166.53,8.79,13.79,Moderate
118.66,14.65,14.48,Moderate
78.87,14.43,13.63,Satisfactory
67.98,7.13,14.11,Satisfactory
60.84,6.7,13.09,Satisfactory
99.88,10.58,12.37,Satisfactory
124.72,7.66,10.49,Moderate
84.63,6.5,9.84,Satisfactory
54.11,5.55,10.55,Satisfactory
76.93,6.76,9.97,Satisfactory
92.36,10.52,10.22,Satisfactory
29.6,6.06,9.89,Satisfactory
65.37,7.34,10.1,Satisfactory
71.62,7.82,9.72,Satisfactory
82.06,9.46,10.38,Satisfactory
94.74,9.29,9.33,Satisfactory
45.27,11.12,9.57,Satisfactory
51.58,13.12,10.48,Satisfactory
42.51,14.35,16.94,Good
61.95,13.56,10.09,Good
75.21,14.64,9.95,Satisfactory
84.2,21.9,10.12,Satisfactory
52.26,21.43,9.61,Satisfactory
128.94,13.84,3.4,Satisfactory
48.34,28.76,4.53,Satisfactory
73.05,24.73,3.42,Satisfactory
86.44,12.28,3.5,Satisfactory
65.49,10.01,4.16,Satisfactory
139.69,13.11,2.07,Moderate
186.3,22.8,2.06,Moderate
210.65,45.65,4.75,Poor
205.28,51.69,3.16,Poor
261.97,47.39,1.9,Poor
217.06,28.53,3.07,Poor
197.17,22.28,3.5,Poor
170.46,43.65,2.52,Moderate
180.87,32.44,2.92,Poor
205.75,33.32,2.1,Poor
190.02,39.74,2.13,Poor
229.29,43.84,4.29,Poor
249.81,59.89,35.59,Poor
206.1,45.54,35.03,Very Poor
212.16,39.52,11.3,Poor
219.37,35.42,10.4,Very Poor
355.98,34.53,50.62,Very Poor
344.33,42.1,11.12,Very Poor
361.77,43.74,14.56,Very Poor
369.65,46.69,21.81,Very Poor
581.44,58.23,27.89,Severe
491.79,39.28,17.94,Severe
651.05,34.57,15.13,Severe
319.29,33.71,18.77,Severe
244.2,33.7,14.77,Very Poor
158.87,40.46,17.05,Poor
279.95,45.65,8.58,Poor
255.53,45.85,0.21,Very Poor
214.16,34.22,4.53,Very Poor
256.26,33.07,11.01,Poor
330.45,46.43,8.95,Very Poor
481.04,60.71,1.71,Severe
513.91,78.03,3.01,Severe
573.72,80.51,11.93,Severe
638.62,59.63,34.95,Severe
299.85,40.67,38.3,Severe
124.7,33.71,31.52,Poor
111.61,34.47,21.46,Moderate
152.86,47.48,26.14,Moderate
193.65,55.23,40.95,Poor
260.27,59.04,41.95,Very Poor
279.87,70.43,36.62,Very Poor
201.36,47.16,20.42,Very Poor
178.86,35.04,21.78,Poor
177.95,54.7,21.4,Poor
189.47,54.34,12.02,Poor
121.15,50.09,8.42,Moderate
66.95,35.91,3.73,Satisfactory
107.1,46.33,6.94,Satisfactory
127.45,35.83,8.78,Moderate
143.66,41.25,8.13,Moderate
180.59,44.59,7.61,Moderate
198.47,54.1,4.56,Poor
212.55,59,6.87,Poor
296.79,67.56,8.38,Very Poor
364.36,57.37,2.61,Very Poor
343.16,55.07,1.53,Very Poor
315.4,50.18,0.92,Very Poor
265.85,53.81,27.89,Very Poor
299.38,60.68,66.06,Very Poor
342.42,55.31,71.45,Very Poor
359.8,56.89,54.08,Very Poor
92.12,40.18,25.3,Poor
102.19,28.97,26.89,Satisfactory
143.09,28.44,27.74,Moderate
106.03,22.09,20.02,Moderate
115.4,19.26,21.42,Moderate
188.12,28.71,31.97,Moderate
285.04,35.26,64.78,Poor
360.69,49.46,43.23,Very Poor
324.47,44.51,22.78,Very Poor
183.92,29.66,14.78,Poor
220.82,28.13,14.82,Poor
422.12,46.67,22.91,Very Poor
226.93,27.24,11.71,Very Poor
332.22,27.14,17.07,Poor
319.08,36.03,16.78,Very Poor
398.43,29.88,19.97,Very Poor
533.71,47.92,22.79,Very Poor
384.26,35.93,15.63,Severe
282.1,28.03,9.83,Very Poor
357.72,30.83,16.5,Severe
281.71,41.86,19.11,Severe
216.52,42.51,3.52,Very Poor
218.37,38.85,5.69,Very Poor
233.92,38.35,5,Very Poor
201.3,49.18,7.5,Very Poor
140,36.67,7,Poor
123.2,37.6,8.97,Moderate
101.18,20.39,7.49,Moderate
147.3,30.44,6.89,Moderate
179.38,37.59,6.35,Poor
243.8,38.54,7.12,Very Poor
241.22,39.59,6.02,Very Poor
119.57,26.1,7.33,Poor
162.36,34.76,8.04,Moderate
188.91,26.9,7.02,Poor
127.02,23.97,8.26,Poor
159.55,33.25,8.48,Moderate
159.19,22.03,7.12,Poor
161.08,23.24,8.68,Moderate
222.54,31.26,7.22,Poor
216.6,33.45,7.38,Very Poor
92.62,28.6,7.5,Moderate
92.58,28.98,8.29,Moderate
161.1,38.66,9.3,Moderate
232.16,35.27,7.79,Poor
200.66,43.56,7.24,Poor
164.64,36.2,7.97,Poor
90.49,29.88,8.92,Moderate
130.06,30.2,8.39,Moderate
127.12,31.13,8.79,Moderate
162.58,35.77,9.06,Moderate
137.94,24.32,8.29,Moderate
182.76,29.87,9.01,Moderate
181.95,34.16,8.7,Poor
228.69,28.99,8.26,Poor
169.37,26.08,7.58,Moderate
230.34,32.6,9.26,Poor
210.84,26.63,8.15,Poor
199.79,27.22,8.6,Poor
256.86,27.42,9.13,Poor
249.19,25.02,9.72,Very Poor
284.78,21.34,8.86,Very Poor
123.14,15.8,11.56,Moderate
134.91,12.87,11.53,Moderate
112.08,14.87,11.74,Moderate
185.61,21.86,12.36,Moderate
228.3,26.62,11.63,Poor
166.21,25.16,11.29,Moderate
166.82,22.08,11.93,Moderate
173.5,16.77,10.66,Moderate
79.23,13.52,11.28,Moderate
96.42,15.42,6.43,Satisfactory
167.11,23.87,3.11,Moderate
126.64,20.6,4.51,Moderate
206.09,25.61,7.35,Moderate
231.82,28,10.37,Poor
158.92,31.91,8.51,Poor
130.39,27.01,5.84,Moderate
102.76,23,3.91,Moderate
50.03,26.97,2.9,Moderate
139.73,35.93,6.95,Moderate
177.56,40.4,7.88,Moderate
148.75,35.37,5.35,Moderate
57.05,28.84,4.8,Moderate
32.59,27.15,12.3,Satisfactory
67.45,27.52,16.04,Satisfactory
107.07,28.16,17.83,Moderate
112.32,23.13,15.82,Moderate
144.37,25.83,16.29,Moderate
100.26,25.06,14.62,Moderate
139.66,30.02,13.28,Moderate
182.58,30.6,12.68,Moderate
99.84,25.9,14.36,Moderate
137.62,27.24,15.87,Moderate
152.93,24.94,15.9,Moderate
169.8,25.66,19.73,Moderate
191.47,30.5,19.43,Moderate
200.51,28.31,19.95,Moderate
183.37,18.07,15.81,Moderate
129.3,16.63,16.66,Moderate
150.43,19.83,17.25,Moderate
103.56,15.96,18.26,Moderate
113.66,17.61,16.44,Moderate
60.71,15.06,16.27,Satisfactory
65.28,15.96,16.42,Satisfactory
41.61,14.19,15.31,Satisfactory
35.7,14.65,14.77,Satisfactory
56.89,13.75,18.73,Satisfactory
57.58,12.76,18.56,Satisfactory
57.22,13.39,17.01,Satisfactory
55.37,14.94,15.91,Satisfactory
59.79,16,15.97,Satisfactory
48.38,12.75,15.3,Satisfactory
61.47,12.52,14.86,Satisfactory
87.4,15.9,15.2,Satisfactory
94.54,14.5,15.57,Moderate
86.25,11.95,14.66,Satisfactory
79.84,10.94,14.11,Satisfactory
68.97,12.14,14.14,Moderate
96.26,18.33,14.23,Moderate
103.83,18.3,14.52,Moderate
68.78,16.41,14,Moderate
121.47,17.19,13.83,Moderate
131.79,19.88,13.28,Moderate
185.92,18.25,13.21,Moderate
154.53,17.1,13.53,Moderate
79.28,12.66,12.42,Moderate
87.29,12.87,12.12,Moderate
70.61,15.3,12.1,Moderate
93.89,19.64,12.42,Satisfactory
72.37,14.88,10.67,Moderate
102.91,18.46,11.29,Moderate
105.97,18.33,10.01,Moderate
100.68,15.69,9.28,Moderate
63.78,12.23,8.55,Moderate
119.82,13.94,8.79,Moderate
46.63,10.35,7.9,Moderate
58.26,11.32,7.02,Moderate
111.67,13.84,7.75,Moderate
122.56,12.84,7.88,Moderate
134.75,12.69,7.45,Moderate
104.29,10.69,5.59,Moderate
86.75,10.84,6.11,Moderate
45.29,11.12,7.71,Satisfactory
94.42,13.71,7.78,Moderate
138.24,14.5,7.33,Moderate
89.12,13.66,6.38,Moderate
102.78,14.09,7.37,Moderate
120.48,13.16,7.94,Moderate
112.01,11.14,7.18,Moderate
92.6,12.79,8.76,Moderate
92.82,13.56,7.47,Moderate
140.61,16.23,13.26,Moderate
128.05,27.73,9.38,Moderate
89.14,36.56,9.6,Moderate
111.56,44.32,11.87,Poor
149.96,37.52,12,Moderate
115.94,34.85,8.51,Moderate
146.61,35.58,9.11,Moderate
124.58,27.33,10.08,Moderate
130.77,24.81,10.07,Moderate
153.39,24.42,9.26,Moderate
187.33,19.3,8.96,Moderate
154.36,21.9,7.56,Moderate
148.39,18.16,8.68,Moderate
184.71,22.71,6.96,Moderate
205.39,25.72,7.33,Moderate
257.56,16.27,3.91,Poor
69.05,15.43,16.6,Moderate
56.28,13.94,8.94,Satisfactory
63.92,16.09,9.79,Moderate
87.51,20.5,5.42,Moderate
141.66,14.95,5.2,Moderate
117.56,14.13,5.85,Moderate
143.56,17.88,5.78,Moderate
75,15.71,5.91,Moderate
91.47,13.55,5.69,Moderate
92.32,14.17,7.4,Moderate
91.34,15.24,7.28,Moderate
141.77,18.55,7.99,Moderate
123.83,19,7.07,Moderate
110.92,15.17,4.22,Moderate
157.12,24,6.6,Moderate
138.26,13.94,7.16,Moderate
166.94,10.48,6.57,Moderate
117.53,12.44,5.43,Moderate
108.22,13.67,6.29,Moderate
92.67,11.29,6.87,Moderate
119.83,8.86,5.81,Moderate
244.35,9,4.15,Moderate
156.48,8.09,5.38,Moderate
103.78,8.75,5.41,Moderate
97.08,8.8,5.13,Moderate
74.69,8.95,4.28,Moderate
75.89,7.9,4.03,Satisfactory
111.09,8.14,4.06,Moderate
141.92,10.07,6.42,Moderate
158.08,8.05,9.18,Moderate
261.05,9.65,7.82,Moderate
154,8.97,7.86,Moderate
114.29,10.38,7.36,Moderate
174.08,10.58,7.57,Moderate
187.08,,,
118.01,9.3,14.03,Satisfactory
85.39,10.82,14.47,Moderate
78.04,9.65,16.42,Satisfactory
92.36,11.71,27.07,Moderate
134.1,13.63,25.9,Moderate
243.91,21.87,23.99,Poor
219.95,19.93,25.62,Very Poor
114.89,10.49,18.96,Poor
234.82,24.76,19.02,Poor
173.04,17.65,16.71,Poor
98.85,13.79,17.6,Moderate
76.05,11.73,15.72,Satisfactory
104.75,11.5,16.11,Moderate
152.36,18.77,22.36,Moderate
199.74,18.6,21.78,Poor
185.68,15.4,16.91,Poor
119.93,9.74,20.25,Moderate
90.92,10.2,19.66,Moderate
112.75,15.01,16.5,Moderate
177.76,21.06,19.3,Poor
206.29,21.55,18.87,Poor
237.1,19.23,24.61,Very Poor
213.84,17.73,23.78,Poor
206.87,16.95,23.95,Very Poor
187.83,21.98,21.27,Poor
258.63,30.42,23.2,Very Poor
280.4,24.74,20.42,Very Poor
322.56,23.71,17.5,Very Poor
191.58,24.87,21.56,Poor
269.54,31.59,27.63,Very Poor
145.24,16.31,21.79,Very Poor
100.2,15.9,20.72,Moderate
200.77,12.45,22.51,Moderate
244.18,8.41,24.26,Moderate
139.67,12.05,24.23,Moderate
143.99,14.69,26.9,Moderate
236.55,26.61,25.51,Poor
225.03,24.83,24.25,Very Poor
87.81,10.6,17.84,Moderate
138.38,18.47,21.41,Moderate
203.18,29.01,23.39,Poor
225.28,23.92,34.54,Poor
64.89,11.86,19.19,Poor
50.06,11.66,18.67,Satisfactory
91.04,14.85,22.37,Moderate
153.45,13.17,26.11,Satisfactory
62.01,11.69,32.4,Moderate
36.21,12.24,18.57,Satisfactory
82.28,15.92,19.42,Satisfactory
69.9,13.05,22.18,Moderate
40.1,11.5,17.93,Satisfactory
40.09,14.44,16.14,Satisfactory
67.42,14.69,17.21,Satisfactory
135.87,18.87,21.65,Moderate
153.64,25.1,20.12,Moderate
141.6,25.11,19.03,Moderate
76.17,19.16,18.75,Moderate
61.7,16.23,17.31,Satisfactory
56.26,16.64,16.33,Satisfactory
110.57,18.99,17.26,Satisfactory
108.28,13,16.8,Moderate
108.56,16.64,17.35,Moderate
99.12,12.81,17.64,Moderate
55.86,12.7,20.37,Satisfactory
61.08,15.48,21.73,Satisfactory
88.14,22.46,17.64,Satisfactory
133.16,31.12,18.26,Moderate
168.91,31.38,17.29,Poor
149.31,35.39,16.88,Poor
87.53,17.36,16.95,Moderate
39.5,10.65,18.21,Satisfactory
36.05,11.02,18.79,Satisfactory
21.96,8.73,23.19,Satisfactory
14.5,7.25,22.41,Satisfactory
46.41,14.02,22.91,Satisfactory
37.94,7,28.51,Satisfactory
1000,13.57,48.03,Poor
91.04,15.11,31.51,Satisfactory
87.31,17,23.26,Satisfactory
77.72,15.16,25.18,Moderate
56.37,9.28,19.51,Satisfactory
44.86,8.06,19.39,Satisfactory
44.79,8.33,19.61,Satisfactory
38.97,9.44,19.7,Satisfactory
57.32,10.32,19.81,Satisfactory
85.31,13.27,19.73,Satisfactory
43.75,11.58,19.46,Moderate
31.95,12.33,18.08,Satisfactory
42.72,11.17,17.77,Satisfactory
34.43,14.25,17.12,Satisfactory
33.06,9.06,16.41,Satisfactory
68.51,12.25,16.44,Satisfactory
67.11,15.82,16.15,Satisfactory
52.71,13.08,15.87,Satisfactory
43.89,10.37,15.73,Satisfactory
22.87,10.73,15.89,Satisfactory
60.02,9.53,15.81,Satisfactory
626.63,12.52,15.47,Poor
492.89,17.89,15.69,Severe
47.82,17.05,15.93,Moderate
37.36,12.81,16.01,Satisfactory
81.41,18.48,16.31,Satisfactory
83.59,21.24,16.45,Moderate
44.89,18.76,16.06,Satisfactory
75.12,21.67,16.49,Satisfactory
110.62,21.15,16.61,Moderate
42.39,11.09,16.25,Satisfactory
21.47,11.44,16.17,Satisfactory
34.47,9.15,16.17,Good
86.21,13.14,16.34,Satisfactory
59.02,12.89,16.5,Satisfactory
21.4,6.72,16.83,Good
31.33,8.81,16.85,Good
38.23,10.66,14.04,Good
41.4,13.11,10.42,Good
72.67,18.64,10.68,Satisfactory
87.66,16.46,10.53,Satisfactory
31.6,13.25,10.44,Good
40.88,9.73,10.49,Good
43.13,11.79,10.56,Good
49.9,13.27,10.55,Good
55.87,15.51,10.6,Satisfactory
102.95,22.06,10.57,Satisfactory
77.63,16.77,10.55,Satisfactory
63.97,15.6,10.57,Satisfactory
50.76,11.32,10.56,Satisfactory
35.11,6.61,10.64,Good
43.56,9.02,11.33,Good
57.35,14.71,11.6,Satisfactory
